loan_amnt,int_rate,fico_score,annual_inc,dti,emp_length,home_ownership,purpose,term,grade,loan_status,issue_date,installment
18550,10.26,746,20000,3.63,1,RENT,major_purchase,60 months,B,Fully Paid,2022-01-20,396.51
21197,11.87,690,68434,11.0,6,MORTGAGE,debt_consolidation,60 months,D,Fully Paid,2020-03-18,470.12
7584,12.16,821,35338,5.99,5,RENT,credit_card,36 months,A,Fully Paid,2021-01-01,252.48
14523,15.58,760,64963,8.81,2,RENT,small_business,36 months,C,Fully Paid,2021-08-11,507.58
1000,14.36,745,54960,24.49,9,MORTGAGE,credit_card,36 months,C,Fully Paid,2021-08-09,34.35
6804,11.37,782,71991,26.24,9,RENT,debt_consolidation,36 months,B,Fully Paid,2022-08-12,223.95
12979,15.05,777,178672,17.06,3,MORTGAGE,debt_consolidation,36 months,A,Fully Paid,2021-05-27,450.24
5017,13.6,776,40850,19.26,5,MORTGAGE,home_improvement,60 months,B,Fully Paid,2022-05-02,115.7
28059,10.29,727,43122,19.04,5,MORTGAGE,debt_consolidation,60 months,C,Fully Paid,2022-01-24,600.18
3558,11.5,794,20000,9.62,8,RENT,credit_card,36 months,B,Charged Off,2021-07-08,117.33
11479,11.41,749,52227,16.91,4,MORTGAGE,other,36 months,C,Fully Paid,2022-03-25,378.04
16045,14.02,739,79770,4.64,5,OWN,debt_consolidation,36 months,B,Fully Paid,2021-07-19,548.54
26530,10.53,625,42682,7.33,4,MORTGAGE,home_improvement,36 months,F,Fully Paid,2021-04-30,862.67
3513,10.44,798,80137,14.31,8,RENT,home_improvement,60 months,A,Fully Paid,2022-06-30,75.4
24305,19.88,691,52878,6.51,6,MORTGAGE,debt_consolidation,36 months,D,Fully Paid,2022-08-24,901.78
15081,15.76,732,24062,4.82,8,MORTGAGE,other,36 months,D,Fully Paid,2020-06-17,528.42
7147,8.96,702,74487,9.3,1,OWN,debt_consolidation,36 months,C,Fully Paid,2021-07-05,227.14
18696,14.28,738,51840,24.17,9,MORTGAGE,debt_consolidation,60 months,C,Fully Paid,2020-10-18,437.74
16592,12.47,768,65246,27.46,8,RENT,small_business,36 months,A,Fully Paid,2022-10-05,554.82
10198,13.57,732,40260,14.74,8,RENT,credit_card,60 months,C,Fully Paid,2021-06-10,235.02
15558,12.55,715,37843,19.66,1,RENT,debt_consolidation,36 months,C,Fully Paid,2022-05-09,520.84
11917,16.76,648,66848,10.49,3,MORTGAGE,debt_consolidation,36 months,F,Fully Paid,2021-04-23,423.45
15908,13.38,661,50948,0.0,10,RENT,debt_consolidation,36 months,E,Fully Paid,2022-09-06,538.92
20297,11.75,786,200000,7.85,10,RENT,other,36 months,A,Fully Paid,2021-08-09,671.73
27688,16.17,641,104726,12.53,2,MORTGAGE,debt_consolidation,60 months,G,Fully Paid,2021-12-30,675.82
5097,12.93,731,87684,16.13,4,RENT,major_purchase,60 months,C,Fully Paid,2020-03-05,115.79
32064,12.49,595,52879,14.19,2,MORTGAGE,debt_consolidation,36 months,F,Fully Paid,2020-01-20,1072.5
1000,13.26,796,20000,12.75,3,MORTGAGE,credit_card,36 months,A,Fully Paid,2020-12-21,33.82
13785,11.63,738,34019,10.4,2,MORTGAGE,credit_card,36 months,D,Fully Paid,2020-07-08,455.43
19706,12.04,747,38059,17.75,1,OWN,debt_consolidation,36 months,C,Fully Paid,2020-07-06,654.9
17247,9.65,818,49390,4.09,6,RENT,debt_consolidation,36 months,A,Fully Paid,2022-02-09,553.68
10018,9.0,787,58492,21.42,2,OWN,debt_consolidation,36 months,A,Fully Paid,2022-10-09,318.57
13335,8.01,782,94774,10.31,10,RENT,credit_card,36 months,B,Charged Off,2021-10-18,417.93
11055,6.43,790,72489,31.54,5,MORTGAGE,other,60 months,A,Fully Paid,2020-02-25,215.94
10285,8.48,746,134785,12.48,4,MORTGAGE,other,60 months,C,Fully Paid,2022-07-29,210.91
21796,11.3,793,48130,11.16,9,RENT,debt_consolidation,36 months,B,Fully Paid,2022-11-26,716.67
17856,12.41,628,71683,10.5,6,MORTGAGE,small_business,60 months,F,Fully Paid,2022-04-22,400.91
9456,10.91,704,76167,11.24,1,OWN,debt_consolidation,36 months,C,Fully Paid,2022-04-24,309.17
22196,5.0,701,71111,19.86,5,OWN,other,60 months,D,Fully Paid,2021-12-02,418.87
17458,18.3,746,146872,14.66,4,MORTGAGE,home_improvement,36 months,C,Fully Paid,2021-11-13,633.78
21502,16.35,802,105097,22.9,8,MORTGAGE,other,36 months,B,Fully Paid,2020-03-09,759.67
20037,13.78,711,23775,18.72,7,RENT,debt_consolidation,60 months,D,Fully Paid,2020-11-02,463.94
8368,19.63,752,55269,15.25,4,RENT,home_improvement,36 months,C,Fully Paid,2021-12-22,309.41
10518,8.09,606,59291,17.98,5,RENT,home_improvement,60 months,G,Fully Paid,2022-01-01,213.72
20978,19.55,726,200000,24.57,5,MORTGAGE,debt_consolidation,60 months,C,Fully Paid,2021-01-30,550.55
19882,8.14,686,47531,20.25,4,RENT,other,36 months,E,Fully Paid,2021-02-13,624.31
14832,12.95,801,30099,17.24,1,MORTGAGE,debt_consolidation,36 months,B,Charged Off,2022-05-28,499.39
15938,6.9,740,81375,18.38,9,MORTGAGE,other,36 months,C,Fully Paid,2022-07-28,491.39
25221,12.06,775,84786,5.78,7,MORTGAGE,major_purchase,36 months,B,Fully Paid,2020-02-27,838.42
10267,13.54,696,56860,35.57,5,MORTGAGE,credit_card,36 months,D,Fully Paid,2020-08-16,348.61
19376,11.38,698,51319,19.23,6,MORTGAGE,debt_consolidation,36 months,D,Fully Paid,2020-10-13,637.84
13382,14.86,762,116335,20.02,2,MORTGAGE,debt_consolidation,36 months,C,Fully Paid,2022-11-23,462.97
13258,12.4,680,32941,14.77,5,MORTGAGE,major_purchase,60 months,D,Charged Off,2020-12-27,297.6
23790,9.91,754,47161,0.0,7,MORTGAGE,home_improvement,60 months,B,Fully Paid,2020-11-19,504.41
21603,9.73,675,41543,12.88,5,RENT,other,36 months,E,Fully Paid,2021-08-04,694.33
21508,15.24,652,128762,15.61,5,MORTGAGE,debt_consolidation,60 months,F,Fully Paid,2021-07-14,514.39
25443,9.39,708,73119,8.42,5,RENT,small_business,36 months,D,Fully Paid,2020-02-23,813.71
15168,15.66,785,28410,8.35,8,MORTGAGE,small_business,36 months,B,Fully Paid,2022-04-28,530.72
20455,16.89,739,30480,12.29,8,RENT,other,60 months,E,Fully Paid,2021-11-06,507.15
12517,5.33,598,200000,21.17,8,OWN,debt_consolidation,36 months,G,Fully Paid,2020-08-28,377.0
17593,16.53,745,127803,25.05,2,MORTGAGE,debt_consolidation,60 months,C,Fully Paid,2020-06-07,432.8
13958,20.24,696,107913,16.37,6,RENT,debt_consolidation,60 months,D,Fully Paid,2020-04-27,371.67
15775,13.01,698,60389,10.46,8,MORTGAGE,credit_card,36 months,E,Fully Paid,2020-07-03,531.6
19761,14.4,746,172117,12.1,6,MORTGAGE,home_improvement,60 months,D,Fully Paid,2022-06-05,463.91
8454,16.15,768,27656,15.8,8,RENT,debt_consolidation,36 months,B,Fully Paid,2020-05-27,297.84
31739,10.9,760,101425,16.74,9,MORTGAGE,debt_consolidation,60 months,C,Fully Paid,2021-10-25,688.5
6951,12.73,720,43901,18.48,2,RENT,credit_card,36 months,C,Charged Off,2020-12-27,233.3
5286,6.74,765,50300,11.49,3,MORTGAGE,debt_consolidation,60 months,C,Fully Paid,2022-10-05,104.02
24264,12.55,744,99513,19.23,6,RENT,debt_consolidation,60 months,D,Fully Paid,2022-11-26,546.51
21333,13.99,767,54149,18.6,3,RENT,debt_consolidation,36 months,B,Fully Paid,2020-07-01,729.01
19992,14.06,783,44165,11.84,9,MORTGAGE,credit_card,36 months,B,Fully Paid,2021-02-11,683.86
20026,16.26,775,42335,1.24,2,RENT,debt_consolidation,36 months,A,Fully Paid,2021-08-25,706.63
14902,8.9,787,20000,7.92,4,OWN,credit_card,36 months,A,Fully Paid,2020-06-26,473.19
7821,9.87,780,102154,27.54,10,MORTGAGE,debt_consolidation,60 months,B,Fully Paid,2020-07-21,165.67
15606,19.58,847,29594,1.45,2,RENT,debt_consolidation,36 months,A,Fully Paid,2021-05-09,576.64
9582,11.4,733,200000,25.54,4,MORTGAGE,home_improvement,60 months,B,Charged Off,2022-01-15,210.25
22800,12.8,743,48955,1.17,3,OWN,home_improvement,60 months,C,Fully Paid,2020-11-30,516.44
13823,11.73,735,149732,8.81,8,OWN,debt_consolidation,36 months,D,Fully Paid,2021-01-31,457.34
8396,8.71,776,20000,12.0,3,MORTGAGE,debt_consolidation,36 months,C,Fully Paid,2020-07-06,265.86
12428,18.49,735,99911,29.26,2,RENT,debt_consolidation,36 months,C,Fully Paid,2021-07-11,452.36
18303,9.89,795,119609,15.21,9,OWN,debt_consolidation,36 months,B,Fully Paid,2022-10-19,589.64
10490,7.49,814,149118,13.29,3,RENT,credit_card,36 months,A,Fully Paid,2021-11-08,326.26
8422,10.2,835,20544,7.52,7,MORTGAGE,small_business,36 months,A,Fully Paid,2021-09-01,272.55
16949,5.0,616,36610,19.18,3,RENT,debt_consolidation,36 months,G,Fully Paid,2020-11-09,507.98
16959,9.39,651,89640,10.9,2,MORTGAGE,debt_consolidation,60 months,F,Fully Paid,2022-06-01,355.26
10944,8.13,757,66430,13.17,8,OWN,debt_consolidation,36 months,B,Fully Paid,2020-12-01,343.6
11231,14.47,764,73522,12.13,1,MORTGAGE,small_business,36 months,B,Fully Paid,2020-10-05,386.42
16856,9.31,673,46527,20.76,3,MORTGAGE,debt_consolidation,36 months,E,Fully Paid,2022-12-08,538.45
3415,15.55,783,177293,21.09,8,RENT,debt_consolidation,60 months,A,Fully Paid,2021-12-31,82.23
3740,17.59,805,200000,7.88,5,RENT,debt_consolidation,60 months,B,Fully Paid,2020-07-10,94.14
9252,15.12,801,64394,9.98,7,RENT,credit_card,60 months,A,Fully Paid,2020-12-17,220.69
13292,11.14,670,82239,9.19,1,OWN,small_business,36 months,E,Fully Paid,2021-07-07,436.04
17487,12.56,791,62278,16.47,7,MORTGAGE,debt_consolidation,36 months,A,Fully Paid,2020-10-14,585.51
26802,5.9,769,147095,22.25,2,RENT,debt_consolidation,36 months,A,Fully Paid,2020-04-27,814.15
21861,11.46,692,106978,16.57,8,RENT,debt_consolidation,36 months,E,Fully Paid,2021-03-05,720.47
13720,8.56,722,28382,0.0,6,MORTGAGE,debt_consolidation,60 months,C,Fully Paid,2022-03-29,281.88
14847,14.78,727,38991,21.08,7,RENT,other,60 months,C,Fully Paid,2022-01-17,351.5
6979,22.29,672,29539,4.21,2,RENT,credit_card,36 months,F,Fully Paid,2022-11-22,267.58
14851,14.0,729,200000,9.28,4,MORTGAGE,debt_consolidation,36 months,C,Fully Paid,2021-12-19,507.57
12690,5.0,749,93406,16.59,8,RENT,debt_consolidation,36 months,C,Fully Paid,2021-11-28,380.33
17581,10.56,728,39459,14.33,9,RENT,small_business,36 months,C,Charged Off,2020-09-20,571.92
8382,12.49,699,37313,21.98,2,OWN,credit_card,36 months,D,Fully Paid,2020-03-08,280.37
19154,12.35,757,105204,10.11,8,MORTGAGE,credit_card,36 months,B,Fully Paid,2021-05-14,639.39
27261,9.08,706,112808,7.27,1,MORTGAGE,home_improvement,36 months,D,Fully Paid,2020-02-24,867.91
14129,12.98,682,104681,12.51,4,MORTGAGE,home_improvement,60 months,D,Fully Paid,2022-06-08,321.33
18213,7.03,785,44449,22.82,9,RENT,debt_consolidation,36 months,B,Fully Paid,2020-06-13,562.61
20521,8.22,796,74168,20.04,9,MORTGAGE,debt_consolidation,36 months,C,Fully Paid,2022-06-11,645.14
11790,14.58,721,64708,15.7,3,RENT,other,36 months,D,Charged Off,2022-11-26,406.28
16792,7.94,631,31089,25.61,2,OWN,debt_consolidation,36 months,F,Fully Paid,2022-05-11,525.74
15100,14.15,663,31302,24.16,1,RENT,debt_consolidation,36 months,F,Charged Off,2022-12-17,517.18
15781,6.52,739,79887,21.31,5,OWN,other,36 months,B,Fully Paid,2022-05-05,483.82
8815,19.06,724,68700,5.58,1,MORTGAGE,debt_consolidation,36 months,C,Fully Paid,2021-06-17,323.39
15196,8.9,731,88198,21.27,4,RENT,credit_card,36 months,C,Fully Paid,2022-01-18,482.52
18983,11.11,790,104163,13.38,0,RENT,home_improvement,36 months,B,Fully Paid,2022-07-07,622.47
26609,13.32,783,171025,11.84,3,RENT,debt_consolidation,60 months,B,Charged Off,2022-12-25,609.8
22674,9.74,591,34782,9.54,9,RENT,debt_consolidation,36 months,G,Fully Paid,2021-07-24,728.86
32225,12.57,816,93075,13.63,4,MORTGAGE,debt_consolidation,60 months,A,Fully Paid,2022-01-13,726.14
8861,14.3,668,101158,9.99,1,MORTGAGE,debt_consolidation,36 months,E,Fully Paid,2021-02-19,304.14
21978,15.84,752,48122,16.36,6,MORTGAGE,debt_consolidation,36 months,C,Fully Paid,2020-07-28,770.95
16466,15.17,724,65205,13.62,10,RENT,home_improvement,36 months,C,Fully Paid,2021-12-29,572.17
32518,11.31,707,48991,16.76,5,RENT,small_business,36 months,D,Fully Paid,2021-04-17,1069.38
8533,11.41,723,200000,19.43,6,MORTGAGE,debt_consolidation,36 months,C,Fully Paid,2020-09-06,281.02
8282,21.4,617,64434,12.65,9,MORTGAGE,debt_consolidation,36 months,G,Fully Paid,2022-01-23,313.73
10204,15.8,656,82129,9.1,4,RENT,other,60 months,E,Fully Paid,2020-04-22,247.06
1000,8.31,752,49772,0.0,7,RENT,debt_consolidation,36 months,B,Fully Paid,2021-05-09,31.48
10793,12.4,697,42798,21.17,4,RENT,home_improvement,36 months,D,Fully Paid,2022-03-27,360.55
8926,10.66,720,24067,15.63,10,MORTGAGE,home_improvement,36 months,C,Fully Paid,2022-12-25,290.79
16203,11.46,762,129302,13.59,5,MORTGAGE,debt_consolidation,36 months,B,Fully Paid,2022-10-24,534.0
17734,7.08,771,102529,24.38,9,MORTGAGE,debt_consolidation,60 months,B,Fully Paid,2020-09-20,351.82
30009,10.35,796,48495,4.69,5,OWN,credit_card,60 months,B,Fully Paid,2020-03-05,642.78
22603,19.25,717,31880,15.45,7,MORTGAGE,small_business,36 months,C,Fully Paid,2022-05-26,831.4
10384,14.32,719,67909,7.29,4,RENT,credit_card,36 months,C,Charged Off,2022-03-05,356.52
7812,5.0,710,42260,20.25,9,RENT,home_improvement,36 months,D,Fully Paid,2020-10-10,234.13
18935,16.87,737,51255,0.0,6,MORTGAGE,home_improvement,36 months,B,Fully Paid,2021-05-09,673.86
4438,16.36,714,24723,21.43,0,MORTGAGE,debt_consolidation,60 months,D,Charged Off,2020-06-18,108.77
29651,10.56,740,69699,21.1,0,OWN,credit_card,60 months,C,Charged Off,2022-10-26,638.2
24435,14.87,780,70678,7.62,7,RENT,debt_consolidation,60 months,B,Charged Off,2020-01-10,579.64
11246,8.56,754,128837,15.53,1,RENT,other,36 months,D,Fully Paid,2022-03-24,355.32
1294,10.12,741,53878,7.79,7,OWN,credit_card,36 months,C,Fully Paid,2022-10-17,41.83
25830,17.99,639,47406,18.42,3,RENT,debt_consolidation,60 months,F,Charged Off,2020-04-30,655.77
14083,10.91,789,20136,21.56,5,MORTGAGE,debt_consolidation,36 months,B,Charged Off,2021-12-28,460.46
24902,5.0,619,129401,6.96,2,MORTGAGE,debt_consolidation,36 months,G,Fully Paid,2020-06-06,746.34
2244,11.75,736,111856,4.63,2,MORTGAGE,debt_consolidation,36 months,C,Fully Paid,2022-10-14,74.27
10204,11.69,775,61090,23.77,4,RENT,debt_consolidation,36 months,C,Fully Paid,2022-10-01,337.41
15041,16.79,695,23612,30.53,7,MORTGAGE,credit_card,60 months,E,Fully Paid,2020-10-05,372.11
15375,12.06,750,25586,18.96,2,MORTGAGE,debt_consolidation,36 months,B,Fully Paid,2021-02-21,511.11
11399,10.31,721,40824,19.55,3,MORTGAGE,major_purchase,60 months,C,Charged Off,2020-02-07,243.94
19982,16.18,773,117672,12.34,2,MORTGAGE,debt_consolidation,36 months,A,Fully Paid,2020-05-08,704.28
6459,12.48,717,73367,16.44,9,MORTGAGE,home_improvement,36 months,C,Fully Paid,2022-07-03,216.02
13860,9.0,822,21049,17.81,6,MORTGAGE,small_business,36 months,A,Fully Paid,2020-08-15,440.74
15962,16.62,609,79455,13.54,5,MORTGAGE,debt_consolidation,60 months,G,Fully Paid,2021-01-14,393.44
19115,12.77,764,33276,25.8,9,RENT,debt_consolidation,36 months,A,Fully Paid,2021-03-23,641.94
20692,12.01,659,41541,16.41,7,OWN,debt_consolidation,36 months,F,Fully Paid,2020-10-24,687.37
6002,12.71,743,118209,17.44,9,RENT,home_improvement,36 months,C,Charged Off,2020-02-14,201.39
2727,7.72,671,102319,13.7,6,RENT,other,36 months,E,Fully Paid,2020-10-27,85.1
25221,9.89,757,128691,14.52,1,RENT,debt_consolidation,60 months,B,Fully Paid,2021-12-05,534.51
17658,12.01,770,58912,24.75,7,MORTGAGE,credit_card,60 months,B,Fully Paid,2022-08-13,392.88
9012,11.22,771,111092,16.17,2,RENT,credit_card,60 months,B,Fully Paid,2020-02-02,196.93
27409,17.09,748,39723,16.35,3,OWN,debt_consolidation,36 months,C,Fully Paid,2021-07-05,978.43
15925,12.87,735,49996,16.46,5,MORTGAGE,debt_consolidation,36 months,B,Fully Paid,2022-07-05,535.58
24434,15.42,658,47647,12.08,2,MORTGAGE,debt_consolidation,36 months,E,Fully Paid,2022-08-03,852.05
15540,12.04,791,60882,3.74,0,MORTGAGE,debt_consolidation,36 months,A,Fully Paid,2020-05-15,516.45
31485,16.23,773,24329,27.58,3,RENT,debt_consolidation,36 months,A,Charged Off,2022-07-26,1110.5
29042,13.59,779,51148,23.55,8,MORTGAGE,debt_consolidation,60 months,B,Fully Paid,2022-06-30,669.6
13008,12.05,813,165406,24.99,0,OWN,credit_card,36 months,A,Fully Paid,2020-01-27,432.36
22772,11.95,667,27867,6.42,1,RENT,major_purchase,60 months,E,Fully Paid,2020-11-07,505.98
20163,8.18,813,23611,26.56,8,MORTGAGE,debt_consolidation,36 months,A,Fully Paid,2021-09-13,633.51
25949,14.03,714,24982,30.73,3,MORTGAGE,debt_consolidation,36 months,D,Charged Off,2021-08-13,887.25
7280,11.84,744,200000,23.36,9,MORTGAGE,debt_consolidation,60 months,C,Fully Paid,2020-02-02,161.35
20488,9.99,652,82900,28.18,4,RENT,major_purchase,36 months,D,Fully Paid,2020-01-27,660.99
23467,16.43,736,49553,21.38,8,MORTGAGE,small_business,36 months,C,Fully Paid,2020-11-30,830.02
1000,7.0,728,62807,8.23,3,RENT,debt_consolidation,60 months,C,Fully Paid,2021-11-29,19.8
5533,10.31,737,70217,19.06,1,MORTGAGE,debt_consolidation,60 months,C,Fully Paid,2020-06-10,118.41
1000,16.11,761,38241,6.84,9,OWN,major_purchase,36 months,B,Fully Paid,2021-08-30,35.21
12844,13.26,776,41687,10.22,9,RENT,credit_card,60 months,A,Fully Paid,2021-12-12,293.95
20740,11.81,733,53617,17.53,7,MORTGAGE,credit_card,36 months,C,Fully Paid,2021-05-24,686.98
27018,13.0,671,36050,16.46,8,RENT,credit_card,36 months,E,Fully Paid,2022-01-21,910.34
15592,12.72,728,45349,18.7,0,MORTGAGE,home_improvement,36 months,D,Fully Paid,2021-05-14,523.26
28028,5.93,767,76662,0.66,8,RENT,debt_consolidation,36 months,B,Fully Paid,2021-03-19,851.78
3959,10.6,668,29791,13.77,5,MORTGAGE,debt_consolidation,36 months,E,Fully Paid,2020-11-09,128.86
1372,18.47,715,200000,19.39,5,MORTGAGE,debt_consolidation,36 months,C,Fully Paid,2020-12-19,49.93
14555,9.36,824,101438,20.99,5,RENT,credit_card,36 months,B,Fully Paid,2022-10-21,465.29
18072,10.73,699,24610,21.51,3,MORTGAGE,other,36 months,E,Fully Paid,2021-05-01,589.35
14738,9.83,743,20000,17.01,7,OWN,debt_consolidation,36 months,C,Fully Paid,2020-11-19,474.38
1000,11.65,711,37002,11.97,3,RENT,other,36 months,C,Fully Paid,2022-07-08,33.05
14287,9.67,739,96669,19.01,6,OWN,home_improvement,60 months,B,Fully Paid,2022-01-28,301.24
4564,13.95,743,84400,12.6,1,MORTGAGE,debt_consolidation,36 months,D,Fully Paid,2022-05-28,155.88
20357,12.79,772,55403,22.21,7,OWN,credit_card,36 months,C,Fully Paid,2022-12-20,683.85
17932,15.09,775,39300,18.42,2,OWN,debt_consolidation,36 months,B,Fully Paid,2021-03-11,622.41
7480,7.8,753,31796,14.51,2,RENT,debt_consolidation,60 months,B,Fully Paid,2021-10-23,150.95
10889,10.64,759,45170,8.85,0,MORTGAGE,debt_consolidation,36 months,B,Fully Paid,2022-12-19,354.64
6526,11.1,722,29476,23.96,1,MORTGAGE,debt_consolidation,36 months,C,Fully Paid,2021-06-17,213.96
14498,13.82,721,45287,19.47,2,RENT,home_improvement,60 months,E,Fully Paid,2021-09-27,335.99
22641,8.83,765,152004,31.82,2,OWN,small_business,60 months,B,Fully Paid,2022-09-30,468.12
7114,15.66,726,34896,19.21,3,MORTGAGE,debt_consolidation,36 months,D,Fully Paid,2022-07-12,248.91
19032,16.75,669,91822,19.88,1,RENT,credit_card,60 months,F,Fully Paid,2020-05-12,470.44
10757,8.04,744,102170,3.28,9,RENT,credit_card,60 months,B,Fully Paid,2021-07-11,218.32
8657,10.04,771,28121,17.48,1,MORTGAGE,home_improvement,36 months,B,Fully Paid,2020-05-30,279.5
14143,9.87,734,33177,12.47,7,RENT,debt_consolidation,60 months,C,Fully Paid,2021-05-21,299.59
6718,22.53,705,126533,21.61,5,RENT,debt_consolidation,36 months,E,Fully Paid,2020-05-14,258.41
10570,10.28,812,31318,17.68,6,OWN,debt_consolidation,60 months,A,Fully Paid,2022-07-18,226.04
5416,18.71,768,57512,22.88,1,MORTGAGE,credit_card,36 months,B,Fully Paid,2022-09-16,197.74
30717,6.93,802,200000,32.06,2,MORTGAGE,major_purchase,36 months,A,Fully Paid,2020-11-02,947.47
15282,8.04,726,118881,8.61,8,RENT,debt_consolidation,60 months,C,Fully Paid,2020-10-01,310.16
9402,9.25,631,63555,22.57,5,RENT,credit_card,36 months,F,Fully Paid,2021-10-16,300.08
16711,8.62,754,107851,20.47,5,MORTGAGE,debt_consolidation,60 months,B,Fully Paid,2022-01-31,343.82
14101,10.93,779,57575,30.83,5,MORTGAGE,major_purchase,60 months,B,Fully Paid,2020-12-20,306.1
13232,9.16,728,122120,20.64,4,RENT,credit_card,36 months,D,Fully Paid,2021-09-07,421.76
19913,8.72,722,20000,19.81,8,RENT,credit_card,36 months,D,Fully Paid,2022-10-11,630.64
21060,16.63,708,54312,21.81,7,OWN,home_improvement,60 months,C,Charged Off,2021-02-22,519.21
10755,16.9,776,20000,22.37,3,MORTGAGE,debt_consolidation,60 months,B,Fully Paid,2021-01-26,266.71
10393,15.8,812,67033,26.63,8,MORTGAGE,debt_consolidation,36 months,A,Fully Paid,2022-02-06,364.36
12799,14.1,804,50750,8.44,5,MORTGAGE,home_improvement,36 months,B,Fully Paid,2022-01-09,438.06
1000,12.37,713,155206,11.86,6,RENT,home_improvement,60 months,C,Fully Paid,2020-01-19,22.43
2878,10.01,791,98546,28.88,9,RENT,debt_consolidation,36 months,B,Fully Paid,2020-11-20,92.88
25934,8.19,711,41429,0.0,5,OWN,other,36 months,E,Fully Paid,2020-09-01,814.95
28159,13.45,718,45055,14.32,8,RENT,debt_consolidation,36 months,C,Fully Paid,2022-10-27,954.9
13007,7.31,813,78157,16.2,6,MORTGAGE,debt_consolidation,60 months,A,Fully Paid,2020-12-13,259.46
19612,8.02,766,40103,13.58,4,MORTGAGE,debt_consolidation,36 months,A,Fully Paid,2021-02-20,614.75
17490,16.61,769,58532,27.65,8,MORTGAGE,other,36 months,B,Fully Paid,2020-07-23,620.18
39631,19.6,719,150495,18.81,1,RENT,debt_consolidation,60 months,C,Fully Paid,2021-11-20,1041.18
23956,13.57,663,33510,11.9,6,MORTGAGE,other,36 months,F,Fully Paid,2021-07-09,813.77
13976,16.43,799,43766,9.92,0,RENT,credit_card,36 months,A,Fully Paid,2021-07-07,494.33
7355,11.02,673,48281,17.25,2,RENT,debt_consolidation,36 months,E,Fully Paid,2021-12-08,240.86
2148,6.65,752,200000,24.33,6,MORTGAGE,credit_card,60 months,C,Fully Paid,2020-10-15,42.18
16627,14.45,752,91653,16.11,3,MORTGAGE,small_business,36 months,B,Fully Paid,2020-05-06,571.91
8949,14.28,740,132249,13.92,3,MORTGAGE,credit_card,36 months,C,Fully Paid,2020-11-16,307.07
3621,12.29,723,102507,9.44,10,MORTGAGE,debt_consolidation,36 months,D,Fully Paid,2021-02-18,120.77
9827,11.03,763,107449,17.99,4,RENT,debt_consolidation,60 months,B,Fully Paid,2020-01-13,213.81
